positivas,negativas,total,pos_periodo,neg_periodo,tot_periodo,tempo_id,servico_id
399,357,756,399,357,756,1,851
4,5,9,4,5,9,1,852
34,22,56,34,22,56,1,853
6,18,24,6,18,24,1,854
6,15,21,6,15,21,1,855
13,21,34,13,21,34,1,856
32,8,40,32,8,40,1,857
13,5,18,13,5,18,1,858
9,20,29,9,20,29,1,859
9,3,12,9,3,12,1,860
16,5,21,16,5,21,1,861
48,39,87,48,39,87,1,862
5,42,47,5,42,47,1,863
14,7,21,14,7,21,1,864
18,102,120,18,102,120,1,865
27,11,38,27,11,38,1,866
4,8,12,4,8,12,1,867
8,0,8,8,0,8,1,868
11,3,14,11,3,14,1,869
59,5,64,59,5,64,1,870
1135,186,1321,1135,186,1321,1,871
122,65,187,122,65,187,1,872
49,17,66,49,17,66,1,873
30,20,50,30,20,50,1,874
6,4,10,6,4,10,1,875
159,80,239,159,80,239,1,876
153,66,219,153,66,219,1,877
123,73,196,123,73,196,1,878
11,6,17,11,6,17,1,879
8,9,17,8,9,17,1,880
76,7,83,76,7,83,1,881
8,33,41,8,33,41,1,882
7,7,14,7,7,14,1,883
10,3,13,10,3,13,1,884
3,8,11,3,8,11,1,885
10,5,15,10,5,15,1,886
11,5,16,11,5,16,1,887
14,4,18,14,4,18,1,888
16,20,36,16,20,36,1,889
7,3,10,7,3,10,1,890
21,14,35,21,14,35,1,891
1,0,1,1,0,1,1,892
14,12,26,14,12,26,1,893
7,3,10,7,3,10,1,894
93,34,127,93,34,127,1,895
28,28,56,28,28,56,1,896
5,0,5,5,0,5,1,897
2,0,2,2,0,2,1,898
0,1,1,0,1,1,1,899
1,3,4,1,3,4,1,900
3,3,6,3,3,6,1,901
2,2,4,2,2,4,1,902
12,10,22,12,10,22,1,903
9,13,22,9,13,22,1,904
10,15,25,10,15,25,1,905
23,8,31,23,8,31,1,906
2,4,6,2,4,6,1,907
7,3,10,7,3,10,1,908
4,0,4,4,0,4,1,909
3,3,6,3,3,6,1,910
4,1,5,4,1,5,1,911
3,4,7,3,4,7,1,912
37,8,45,37,8,45,1,913
12,13,25,12,13,25,1,914
4,17,21,4,17,21,1,915
3,4,7,3,4,7,1,916
0,4,4,0,4,4,1,917
2,5,7,2,5,7,1,918
29,120,149,29,120,149,1,919
20,14,34,20,14,34,1,920
17,4,21,17,4,21,1,921
0,0,0,0,0,0,1,922
5,4,9,5,4,9,1,923
2,1,3,2,1,3,1,924
4,9,13,4,9,13,1,925
1,0,1,1,0,1,1,926
0,3,3,0,3,3,1,927
1,3,4,1,3,4,1,928
5,9,14,5,9,14,1,929
4,1,5,4,1,5,1,930
0,1,1,0,1,1,1,931
2,2,4,2,2,4,1,932
0,2,2,0,2,2,1,933
1,2,3,1,2,3,1,934
0,3,3,0,3,3,1,935
0,0,0,0,0,0,1,936
1,2,3,1,2,3,1,937
4,10,14,4,10,14,1,938
0,1,1,0,1,1,1,939
2,4,6,2,4,6,1,940
9,5,14,9,5,14,1,941
2,2,4,2,2,4,1,942
15,25,40,15,25,40,1,943
2,1,3,2,1,3,1,944
24,48,72,24,48,72,1,945
3,4,7,3,4,7,1,946
1,3,4,1,3,4,1,947
41,46,87,41,46,87,1,948
1,1,2,1,1,2,1,949
3,0,3,3,0,3,1,950
2320,901,3221,2320,901,3221,1,951
331,123,454,331,123,454,1,952
2,0,2,2,0,2,1,953
8,2,10,8,2,10,1,954
11,5,16,11,5,16,1,955
47,20,67,47,20,67,1,956
38,99,137,38,99,137,1,957
1,1,2,1,1,2,1,958
276,540,816,276,540,816,1,959
5,1,6,5,1,6,1,960
2,4,6,2,4,6,1,961
4,1,5,4,1,5,1,962
14,5,19,14,5,19,1,963
13,3,16,13,3,16,1,964
2,0,2,2,0,2,1,965
5,4,9,5,4,9,1,966
6,4,10,6,4,10,1,967
5,4,9,5,4,9,1,968
1,2,3,1,2,3,1,969
3,0,3,3,0,3,1,970
6,1,7,6,1,7,1,971
2,1,3,2,1,3,1,972
25,12,37,25,12,37,1,973
2,6,8,2,6,8,1,974
16,5,21,16,5,21,1,975
10,3,13,10,3,13,1,976
9,6,15,9,6,15,1,977
15,20,35,15,20,35,1,978
55,16,71,55,16,71,1,979
20,5,25,20,5,25,1,980
3,5,8,3,5,8,1,981
6,1,7,6,1,7,1,982
7,10,17,7,10,17,1,983
288,40,328,288,40,328,1,984
12,2,14,12,2,14,1,985
33,11,44,33,11,44,1,986
22,7,29,22,7,29,1,987
25,11,36,25,11,36,1,988
7,4,11,7,4,11,1,989
2,1,3,2,1,3,1,990
16,7,23,16,7,23,1,991
9,0,9,9,0,9,1,992
5,1,6,5,1,6,1,993
7,3,10,7,3,10,1,994
5,2,7,5,2,7,1,995
1286,1486,2772,1286,1486,2772,1,996
9,14,23,9,14,23,1,997
44,73,117,44,73,117,1,998
22,38,60,22,38,60,1,999
11,14,25,11,14,25,1,1000
1,4,5,1,4,5,1,1001
6,5,11,6,5,11,1,1002
15,3,18,15,3,18,1,1003
4,4,8,4,4,8,1,1004
0,0,0,0,0,0,1,1005
782,460,1242,782,460,1242,1,1006
68,194,262,68,194,262,1,1007
5,1,6,5,1,6,1,1008
6,5,11,6,5,11,1,1009
5,2,7,5,2,7,1,1010
6,1,7,6,1,7,1,1011
18,6,24,18,6,24,1,1012
5,10,15,5,10,15,1,1013
1,7,8,1,7,8,1,1014
3,1,4,3,1,4,1,1015
33,37,70,33,37,70,1,1016
0,0,0,0,0,0,1,1017
2,0,2,2,0,2,1,1018
1,3,4,1,3,4,1,1019
2,0,2,2,0,2,1,1020
1,0,1,1,0,1,1,1021
0,0,0,0,0,0,1,1022
1,1,2,1,1,2,1,1023
1,0,1,1,0,1,1,1024
0,2,2,0,2,2,1,1025
0,1,1,0,1,1,1,1026
145,198,343,145,198,343,1,1027
4,9,13,4,9,13,1,1028
0,1,1,0,1,1,1,1029
3,0,3,3,0,3,1,1030
5,1,6,5,1,6,1,1031
5,0,5,5,0,5,1,1032
3,6,9,3,6,9,1,1033
1,1,2,1,1,2,1,1034
2,2,4,2,2,4,1,1035
0,1,1,0,1,1,1,1036
2,0,2,2,0,2,1,1037
12,1,13,12,1,13,1,1038
3,7,10,3,7,10,1,1039
33,85,118,33,85,118,1,1040
147,527,674,147,527,674,1,1041
6,1,7,6,1,7,1,1042
8,10,18,8,10,18,1,1043
3,5,8,3,5,8,1,1044
14,6,20,14,6,20,1,1045
7,3,10,7,3,10,1,1046
121,141,262,121,141,262,1,1047
56,273,329,56,273,329,1,1048
55,27,82,55,27,82,1,1049
2,1,3,2,1,3,1,1050
22,17,39,22,17,39,1,1051
164,274,438,164,274,438,1,1052
11,11,22,11,11,22,1,1053
9,14,23,9,14,23,1,1054
15,2,17,15,2,17,1,1055
1,0,1,1,0,1,1,1056
13,7,20,13,7,20,1,1057
221,263,484,221,263,484,1,1058
346,230,576,346,230,576,1,1059
6,2,8,6,2,8,1,1060
58,164,222,58,164,222,1,1061
5,13,18,5,13,18,1,1062
3,16,19,3,16,19,1,1063
1091,1654,2745,1091,1654,2745,1,1064
133,705,838,133,705,838,1,1065
190,638,828,190,638,828,1,1066
67,238,305,67,238,305,1,1067
30,60,90,30,60,90,1,1068
11,10,21,11,10,21,1,1069
38,120,158,38,120,158,1,1070
20,16,36,20,16,36,1,1071
181,234,415,181,234,415,1,1072
2,4,6,2,4,6,1,1073
0,2,2,0,2,2,1,1074
1,2,3,1,2,3,1,1075
7,0,7,7,0,7,1,1076
3,3,6,3,3,6,1,1077
2,23,25,2,23,25,1,1078
8,7,15,8,7,15,1,1079
15,15,30,15,15,30,1,1080
2,4,6,2,4,6,1,1081
23,9,32,23,9,32,1,1082
6,10,16,6,10,16,1,1083
1633,1170,2803,1633,1170,2803,1,1084
17,4,21,17,4,21,1,1085
7,4,11,7,4,11,1,1086
34,22,56,34,22,56,1,1087
7,4,11,7,4,11,1,1088
22,22,44,22,22,44,1,1089
31,74,105,31,74,105,1,1090
0,1,1,0,1,1,1,1091
54,30,84,54,30,84,1,1092
238,96,334,238,96,334,1,1093
80,12,92,80,12,92,1,1094
22,10,32,22,10,32,1,1095
28,10,38,28,10,38,1,1096
36,17,53,36,17,53,1,1097
66,41,107,66,41,107,1,1098
1671,1188,2859,1671,1188,2859,1,1099
13,17,30,13,17,30,1,1100
49,20,69,49,20,69,1,1101
24,3,27,24,3,27,1,1102
56,32,88,56,32,88,1,1103
5,14,19,5,14,19,1,1104
13,6,19,13,6,19,1,1105
13,3,16,13,3,16,1,1106
3,2,5,3,2,5,1,1107
1,1,2,1,1,2,1,1108
4,6,10,4,6,10,1,1109
5,2,7,5,2,7,1,1110
3,0,3,3,0,3,1,1111
21,1,22,21,1,22,1,1112
18,1,19,18,1,19,1,1113
8,5,13,8,5,13,1,1114
7,6,13,7,6,13,1,1115
5,19,24,5,19,24,1,1116
15,8,23,15,8,23,1,1117
15,9,24,15,9,24,1,1118
345,1058,1403,345,1058,1403,1,1119
148,898,1046,148,898,1046,1,1120
69,203,272,69,203,272,1,1121
1346,250,1596,1346,250,1596,1,1122
17,4,21,17,4,21,1,1123
435,1208,1643,435,1208,1643,1,1124
41,79,120,41,79,120,1,1125
4,3,7,4,3,7,1,1126
1,8,9,1,8,9,1,1127
7,23,30,7,23,30,1,1128
0,2,2,0,2,2,1,1129
2,1,3,2,1,3,1,1130
1,2,3,1,2,3,1,1131
2,0,2,2,0,2,1,1132
637,925,1562,637,925,1562,1,1133
2,0,2,2,0,2,1,1134
4,5,9,4,5,9,1,1135
27,42,69,27,42,69,1,1136
164,259,423,164,259,423,1,1137
10,3,13,10,3,13,1,1138
15,0,15,15,0,15,1,1139
7,9,16,7,9,16,1,1140
0,2,2,0,2,2,1,1141
8,11,19,8,11,19,1,1142
8,30,38,8,30,38,1,1143
21,4,25,21,4,25,1,1144
3,5,8,3,5,8,1,1145
3536,2502,6038,3536,2502,6038,1,1146
152,8,160,152,8,160,1,1147
12,6,18,12,6,18,1,1148
41,27,68,41,27,68,1,1149
40,17,57,40,17,57,1,1150
53,187,240,53,187,240,1,1151
223,576,799,223,576,799,1,1152
55,176,231,55,176,231,1,1153
28,10,38,28,10,38,1,1154
12,13,25,12,13,25,1,1155
48,55,103,48,55,103,1,1156
15,10,25,15,10,25,1,1157
11,2,13,11,2,13,1,1158
26,7,33,26,7,33,1,1159
43,37,80,43,37,80,1,1160
42,84,126,42,84,126,1,1161
193,303,496,193,303,496,1,1162
38,88,126,38,88,126,1,1163
39,42,81,39,42,81,1,1164
8,1,9,8,1,9,1,1165
2128,3435,5563,2128,3435,5563,1,1166
288,223,511,288,223,511,1,1167
9,20,29,9,20,29,1,1168
178,149,327,178,149,327,1,1169
11858,5458,17316,11858,5458,17316,1,1170
30,24,54,30,24,54,1,1171
192,55,247,192,55,247,1,1172
28,5,33,28,5,33,1,1173
6,4,10,6,4,10,1,1174
1231,338,1569,1231,338,1569,1,1175
209,160,369,209,160,369,1,1176
273,425,698,273,425,698,1,1177
65,7,72,65,7,72,1,1178
630449,179003,809452,630449,179003,809452,1,1179
253,100,353,253,100,353,1,1180
113,51,164,113,51,164,1,1181
67,32,99,67,32,99,1,1182
639,212,851,639,212,851,1,1183
115,86,201,115,86,201,1,1184
183,159,342,183,159,342,1,1185
76,129,205,76,129,205,1,1186
244,368,612,244,368,612,1,1187
235,342,577,235,342,577,1,1188
208,71,279,208,71,279,1,1189
10,5,15,10,5,15,1,1190
53,16,69,53,16,69,1,1191
1027,1859,2886,1027,1859,2886,1,1192
31,75,106,31,75,106,1,1193
135,844,979,135,844,979,1,1194
989,1256,2245,989,1256,2245,1,1195
310,267,577,310,267,577,1,1196
939,1073,2012,939,1073,2012,1,1197
2493,4919,7412,2493,4919,7412,1,1198
71,120,191,71,120,191,1,1199
104,172,276,104,172,276,1,1200
2123,1568,3691,2123,1568,3691,1,1201
3,4,7,3,4,7,1,1202
8,4,12,8,4,12,1,1203
1,1,2,1,1,2,1,1204
0,0,0,0,0,0,1,1205
1458,1369,2827,1458,1369,2827,1,1206
7,24,31,7,24,31,1,1207
90,30,120,90,30,120,1,1208
129,40,169,129,40,169,1,1209
731,464,1195,731,464,1195,1,1210
47,50,97,47,50,97,1,1211
233,52,285,233,52,285,1,1212
113,14,127,113,14,127,1,1213
1423,1823,3246,1423,1823,3246,1,1214
13,13,26,13,13,26,1,1215
163,65,228,163,65,228,1,1216
14,5,19,14,5,19,1,1217
7,3,10,7,3,10,1,1218
4,1,5,4,1,5,1,1219
2,0,2,2,0,2,1,1220
0,0,0,0,0,0,1,1221
2,3,5,2,3,5,1,1222
0,0,0,0,0,0,1,1223
0,0,0,0,0,0,1,1224
0,0,0,0,0,0,1,1225
1,4,5,1,4,5,1,1226
1,0,1,1,0,1,1,1227
6,5,11,6,5,11,1,1228
6,1,7,6,1,7,1,1229
0,1,1,0,1,1,1,1230
0,0,0,0,0,0,1,1231
0,0,0,0,0,0,1,1232
17,14,31,17,14,31,1,1233
1,1,2,1,1,2,1,1234
0,1,1,0,1,1,1,1235
1,2,3,1,2,3,1,1236
1,0,1,1,0,1,1,1237
18,18,36,18,18,36,1,1238
4,1,5,4,1,5,1,1239
8,6,14,8,6,14,1,1240
7,4,11,7,4,11,1,1241
0,0,0,0,0,0,1,1242
0,1,1,0,1,1,1,1243
2,1,3,2,1,3,1,1244
4,6,10,4,6,10,1,1245
0,0,0,0,0,0,1,1246
1,1,2,1,1,2,1,1247
35,33,68,35,33,68,1,1248
5,0,5,5,0,5,1,1249
2,0,2,2,0,2,1,1250
1,0,1,1,0,1,1,1251
2,1,3,2,1,3,1,1252
4,0,4,4,0,4,1,1253
0,0,0,0,0,0,1,1254
38,46,84,38,46,84,1,1255
1,0,1,1,0,1,1,1256
2,1,3,2,1,3,1,1257
0,0,0,0,0,0,1,1258
1,0,1,1,0,1,1,1259
7,7,14,7,7,14,1,1260
33,12,45,33,12,45,1,1261
1,0,1,1,0,1,1,1262
10,4,14,10,4,14,1,1263
0,0,0,0,0,0,1,1264
1,0,1,1,0,1,1,1265
2,0,2,2,0,2,1,1266
4,3,7,4,3,7,1,1267
6,10,16,6,10,16,1,1268
5,0,5,5,0,5,1,1269
0,0,0,0,0,0,1,1270
5,0,5,5,0,5,1,1271
2,0,2,2,0,2,1,1272
13,12,25,13,12,25,1,1273
1,0,1,1,0,1,1,1274
1,1,2,1,1,2,1,1275
1,2,3,1,2,3,1,1276
4,1,5,4,1,5,1,1277
0,0,0,0,0,0,1,1278
1,1,2,1,1,2,1,1279
1,0,1,1,0,1,1,1280
0,0,0,0,0,0,1,1281
0,5,5,0,5,5,1,1282
7,2,9,7,2,9,1,1283
4,0,4,4,0,4,1,1284
0,1,1,0,1,1,1,1285
0,0,0,0,0,0,1,1286
0,0,0,0,0,0,1,1287
3,1,4,3,1,4,1,1288
3,0,3,3,0,3,1,1289
15,18,33,15,18,33,1,1290
0,2,2,0,2,2,1,1291
2,1,3,2,1,3,1,1292
4,2,6,4,2,6,1,1293
1,0,1,1,0,1,1,1294
2,2,4,2,2,4,1,1295
3,2,5,3,2,5,1,1296
0,0,0,0,0,0,1,1297
3,1,4,3,1,4,1,1298
13,4,17,13,4,17,1,1299
0,0,0,0,0,0,1,1300
0,0,0,0,0,0,1,1301
5,8,13,5,8,13,1,1302
3,3,6,3,3,6,1,1303
3,2,5,3,2,5,1,1304
5,0,5,5,0,5,1,1305
0,0,0,0,0,0,1,1306
2,4,6,2,4,6,1,1307
1,2,3,1,2,3,1,1308
5,4,9,5,4,9,1,1309
3,3,6,3,3,6,1,1310
0,2,2,0,2,2,1,1311
0,8,8,0,8,8,1,1312
1,0,1,1,0,1,1,1313
1,0,1,1,0,1,1,1314
0,0,0,0,0,0,1,1315
1,0,1,1,0,1,1,1316
0,0,0,0,0,0,1,1317
4,4,8,4,4,8,1,1318
6,2,8,6,2,8,1,1319
0,0,0,0,0,0,1,1320
1,0,1,1,0,1,1,1321
0,1,1,0,1,1,1,1322
0,0,0,0,0,0,1,1323
5,0,5,5,0,5,1,1324
0,2,2,0,2,2,1,1325
1,1,2,1,1,2,1,1326
7,0,7,7,0,7,1,1327
8,4,12,8,4,12,1,1328
1,0,1,1,0,1,1,1329
1,0,1,1,0,1,1,1330
4,2,6,4,2,6,1,1331
2,0,2,2,0,2,1,1332
1,0,1,1,0,1,1,1333
2,0,2,2,0,2,1,1334
2,1,3,2,1,3,1,1335
2,1,3,2,1,3,1,1336
4,6,10,4,6,10,1,1337
2,3,5,2,3,5,1,1338
1,1,2,1,1,2,1,1339
3,5,8,3,5,8,1,1340
8,0,8,8,0,8,1,1341
1,0,1,1,0,1,1,1342
0,1,1,0,1,1,1,1343
2,2,4,2,2,4,1,1344
2,0,2,2,0,2,1,1345
0,0,0,0,0,0,1,1346
0,0,0,0,0,0,1,1347
0,3,3,0,3,3,1,1348
1,3,4,1,3,4,1,1349
3,3,6,3,3,6,1,1350
4,5,9,4,5,9,1,1351
0,0,0,0,0,0,1,1352
0,0,0,0,0,0,1,1353
4,2,6,4,2,6,1,1354
0,0,0,0,0,0,1,1355
1,1,2,1,1,2,1,1356
0,1,1,0,1,1,1,1357
1,2,3,1,2,3,1,1358
3,0,3,3,0,3,1,1359
5,1,6,5,1,6,1,1360
22,23,45,22,23,45,1,1361
1,2,3,1,2,3,1,1362
4,4,8,4,4,8,1,1363
1,1,2,1,1,2,1,1364
0,0,0,0,0,0,1,1365
2,1,3,2,1,3,1,1366
2,3,5,2,3,5,1,1367
0,1,1,0,1,1,1,1368
2,1,3,2,1,3,1,1369
0,0,0,0,0,0,1,1370
5,0,5,5,0,5,1,1371
1,0,1,1,0,1,1,1372
2,0,2,2,0,2,1,1373
6,6,12,6,6,12,1,1374
1,1,2,1,1,2,1,1375
1,0,1,1,0,1,1,1376
1,0,1,1,0,1,1,1377
0,0,0,0,0,0,1,1378
0,0,0,0,0,0,1,1379
0,0,0,0,0,0,1,1380
0,0,0,0,0,0,1,1381
4,0,4,4,0,4,1,1382
36,26,62,36,26,62,1,1383
2,2,4,2,2,4,1,1384
4,0,4,4,0,4,1,1385
3,2,5,3,2,5,1,1386
4,0,4,4,0,4,1,1387
2,4,6,2,4,6,1,1388
3,4,7,3,4,7,1,1389
1,0,1,1,0,1,1,1390
5,3,8,5,3,8,1,1391
2,0,2,2,0,2,1,1392
3,1,4,3,1,4,1,1393
1,1,2,1,1,2,1,1394
22,89,111,22,89,111,1,1395
1,0,1,1,0,1,1,1396
2,2,4,2,2,4,1,1397
0,0,0,0,0,0,1,1398
5,5,10,5,5,10,1,1399
1,0,1,1,0,1,1,1400
3,1,4,3,1,4,1,1401
3,0,3,3,0,3,1,1402
10,6,16,10,6,16,1,1403
1,2,3,1,2,3,1,1404
2,6,8,2,6,8,1,1405
4,0,4,4,0,4,1,1406
3,3,6,3,3,6,1,1407
6,0,6,6,0,6,1,1408
1,2,3,1,2,3,1,1409
1,0,1,1,0,1,1,1410
6,1,7,6,1,7,1,1411
6,3,9,6,3,9,1,1412
1,4,5,1,4,5,1,1413
2,6,8,2,6,8,1,1414
3,0,3,3,0,3,1,1415
4,5,9,4,5,9,1,1416
1,0,1,1,0,1,1,1417
5,20,25,5,20,25,1,1418
9,2,11,9,2,11,1,1419
6,4,10,6,4,10,1,1420
3,5,8,3,5,8,1,1421
1,0,1,1,0,1,1,1422
1,2,3,1,2,3,1,1423
22,11,33,22,11,33,1,1424
5,14,19,5,14,19,1,1425
131,159,290,131,159,290,1,1426
1,1,2,1,1,2,1,1427
1,1,2,1,1,2,1,1428
0,0,0,0,0,0,1,1429
4,1,5,4,1,5,1,1430
1,0,1,1,0,1,1,1431
0,0,0,0,0,0,1,1432
1,5,6,1,5,6,1,1433
2,0,2,2,0,2,1,1434
0,1,1,0,1,1,1,1435
5,2,7,5,2,7,1,1436
0,3,3,0,3,3,1,1437
3,2,5,3,2,5,1,1438
3,2,5,3,2,5,1,1439
3,0,3,3,0,3,1,1440
7,0,7,7,0,7,1,1441
2,2,4,2,2,4,1,1442
2,2,4,2,2,4,1,1443
3,0,3,3,0,3,1,1444
2,3,5,2,3,5,1,1445
0,1,1,0,1,1,1,1446
0,2,2,0,2,2,1,1447
0,0,0,0,0,0,1,1448
5,1,6,5,1,6,1,1449
0,0,0,0,0,0,1,1450
3,2,5,3,2,5,1,1451
0,0,0,0,0,0,1,1452
1,0,1,1,0,1,1,1453
3,0,3,3,0,3,1,1454
22,13,35,22,13,35,1,1455
3,3,6,3,3,6,1,1456
2,0,2,2,0,2,1,1457
2,0,2,2,0,2,1,1458
0,2,2,0,2,2,1,1459
1,2,3,1,2,3,1,1460
0,0,0,0,0,0,1,1461
4,1,5,4,1,5,1,1462
23,18,41,23,18,41,1,1463
0,1,1,0,1,1,1,1464
1,1,2,1,1,2,1,1465
3,0,3,3,0,3,1,1466
0,0,0,0,0,0,1,1467
3,0,3,3,0,3,1,1468
3,2,5,3,2,5,1,1469
5,1,6,5,1,6,1,1470
1,0,1,1,0,1,1,1471
2,2,4,2,2,4,1,1472
2,0,2,2,0,2,1,1473
2,4,6,2,4,6,1,1474
2,5,7,2,5,7,1,1475
45,4,49,45,4,49,1,1476
3,1,4,3,1,4,1,1477
2,4,6,2,4,6,1,1478
1,3,4,1,3,4,1,1479
1,0,1,1,0,1,1,1480
1,0,1,1,0,1,1,1481
1,2,3,1,2,3,1,1482
13,14,27,13,14,27,1,1483
9,1,10,9,1,10,1,1484
5,1,6,5,1,6,1,1485
1,3,4,1,3,4,1,1486
156,103,259,156,103,259,1,1487
1,0,1,1,0,1,1,1488
0,0,0,0,0,0,1,1489
3,0,3,3,0,3,1,1490
1,0,1,1,0,1,1,1491
4,1,5,4,1,5,1,1492
4,1,5,4,1,5,1,1493
2,4,6,2,4,6,1,1494
0,0,0,0,0,0,1,1495
9,2,11,9,2,11,1,1496
1,1,2,1,1,2,1,1497
3,0,3,3,0,3,1,1498
2,0,2,2,0,2,1,1499
23,3,26,23,3,26,1,1500
6,0,6,6,0,6,1,1501
4,0,4,4,0,4,1,1502
5,1,6,5,1,6,1,1503
4,0,4,4,0,4,1,1504
9,0,9,9,0,9,1,1505
1,0,1,1,0,1,1,1506
4,1,5,4,1,5,1,1507
11,2,13,11,2,13,1,1508
2,1,3,2,1,3,1,1509
1,0,1,1,0,1,1,1510
0,1,1,0,1,1,1,1511
5,7,12,5,7,12,1,1512
2,5,7,2,5,7,1,1513
2,0,2,2,0,2,1,1514
22,7,29,22,7,29,1,1515
0,0,0,0,0,0,1,1516
17,4,21,17,4,21,1,1517
1,0,1,1,0,1,1,1518
45,22,67,45,22,67,1,1519
2,1,3,2,1,3,1,1520
0,0,0,0,0,0,1,1521
3,5,8,3,5,8,1,1522
2,8,10,2,8,10,1,1523
0,0,0,0,0,0,1,1524
3,0,3,3,0,3,1,1525
2,0,2,2,0,2,1,1526
0,1,1,0,1,1,1,1527
5,8,13,5,8,13,1,1528
3,2,5,3,2,5,1,1529
234,240,474,234,240,474,1,1530
2,1,3,2,1,3,1,1531
5,1,6,5,1,6,1,1532
2,1,3,2,1,3,1,1533
1,0,1,1,0,1,1,1534
0,0,0,0,0,0,1,1535
0,0,0,0,0,0,1,1536
0,1,1,0,1,1,1,1537
2,2,4,2,2,4,1,1538
5,1,6,5,1,6,1,1539
3,2,5,3,2,5,1,1540
0,2,2,0,2,2,1,1541
2,3,5,2,3,5,1,1542
1,1,2,1,1,2,1,1543
1,1,2,1,1,2,1,1544
0,0,0,0,0,0,1,1545
0,1,1,0,1,1,1,1546
3,0,3,3,0,3,1,1547
2,0,2,2,0,2,1,1548
6,1,7,6,1,7,1,1549
25,12,37,25,12,37,1,1550
13,4,17,13,4,17,1,1551
1,0,1,1,0,1,1,1552
3,5,8,3,5,8,1,1553
1,1,2,1,1,2,1,1554
0,0,0,0,0,0,1,1555
3,1,4,3,1,4,1,1556
5,1,6,5,1,6,1,1557
1,0,1,1,0,1,1,1558
1,0,1,1,0,1,1,1559
2,1,3,2,1,3,1,1560
7,0,7,7,0,7,1,1561
2,0,2,2,0,2,1,1562
0,2,2,0,2,2,1,1563
1,0,1,1,0,1,1,1564
1,3,4,1,3,4,1,1565
6,7,13,6,7,13,1,1566
0,0,0,0,0,0,1,1567
6,1,7,6,1,7,1,1568
0,4,4,0,4,4,1,1569
0,2,2,0,2,2,1,1570
4,4,8,4,4,8,1,1571
38,34,72,38,34,72,1,1572
17,12,29,17,12,29,1,1573
7,1,8,7,1,8,1,1574
1,2,3,1,2,3,1,1575
4,4,8,4,4,8,1,1576
0,0,0,0,0,0,1,1577
0,1,1,0,1,1,1,1578
5,1,6,5,1,6,1,1579
0,0,0,0,0,0,1,1580
1,3,4,1,3,4,1,1581
0,2,2,0,2,2,1,1582
2,4,6,2,4,6,1,1583
5,6,11,5,6,11,1,1584
0,0,0,0,0,0,1,1585
1,2,3,1,2,3,1,1586
4,7,11,4,7,11,1,1587
0,1,1,0,1,1,1,1588
1,0,1,1,0,1,1,1589
0,0,0,0,0,0,1,1590
1,0,1,1,0,1,1,1591
1,0,1,1,0,1,1,1592
1,0,1,1,0,1,1,1593
2,5,7,2,5,7,1,1594
1,0,1,1,0,1,1,1595
1,7,8,1,7,8,1,1596
6,1,7,6,1,7,1,1597
2,0,2,2,0,2,1,1598
7,1,8,7,1,8,1,1599
281,87,368,281,87,368,1,1600
19,11,30,19,11,30,1,1601
27,21,48,27,21,48,1,1602
6,0,6,6,0,6,1,1603
1,0,1,1,0,1,1,1604
6,2,8,6,2,8,1,1605
2,0,2,2,0,2,1,1606
8,1,9,8,1,9,1,1607
1,4,5,1,4,5,1,1608
0,0,0,0,0,0,1,1609
2,0,2,2,0,2,1,1610
0,0,0,0,0,0,1,1611
0,0,0,0,0,0,1,1612
1,0,1,1,0,1,1,1613
6,0,6,6,0,6,1,1614
2,0,2,2,0,2,1,1615
0,0,0,0,0,0,1,1616
3,0,3,3,0,3,1,1617
4,13,17,4,13,17,1,1618
3,2,5,3,2,5,1,1619
4,3,7,4,3,7,1,1620
3,1,4,3,1,4,1,1621
1,0,1,1,0,1,1,1622
2,2,4,2,2,4,1,1623
0,0,0,0,0,0,1,1624
2,2,4,2,2,4,1,1625
4,2,6,4,2,6,1,1626
3,0,3,3,0,3,1,1627
1,7,8,1,7,8,1,1628
2,1,3,2,1,3,1,1629
2,3,5,2,3,5,1,1630
2,0,2,2,0,2,1,1631
2,0,2,2,0,2,1,1632
4,0,4,4,0,4,1,1633
3,0,3,3,0,3,1,1634
0,0,0,0,0,0,1,1635
4,3,7,4,3,7,1,1636
2,1,3,2,1,3,1,1637
1,1,2,1,1,2,1,1638
4,1,5,4,1,5,1,1639
4,0,4,4,0,4,1,1640
2,2,4,2,2,4,1,1641
0,2,2,0,2,2,1,1642
2,1,3,2,1,3,1,1643
0,0,0,0,0,0,1,1644
9,5,14,9,5,14,1,1645
0,0,0,0,0,0,1,1646
0,1,1,0,1,1,1,1647
0,0,0,0,0,0,1,1648
4,3,7,4,3,7,1,1649
8,1,9,8,1,9,1,1650
17,7,24,17,7,24,1,1651
7,2,9,7,2,9,1,1652
1,1,2,1,1,2,1,1653
1,0,1,1,0,1,1,1654
1,1,2,1,1,2,1,1655
1,0,1,1,0,1,1,1656
3,2,5,3,2,5,1,1657
0,0,0,0,0,0,1,1658
7,2,9,7,2,9,1,1659
0,2,2,0,2,2,1,1660
0,0,0,0,0,0,1,1661
1,0,1,1,0,1,1,1662
1,2,3,1,2,3,1,1663
2,0,2,2,0,2,1,1664
6,5,11,6,5,11,1,1665
1,0,1,1,0,1,1,1666
0,0,0,0,0,0,1,1667
4,1,5,4,1,5,1,1668
6,2,8,6,2,8,1,1669
6,2,8,6,2,8,1,1670
1,0,1,1,0,1,1,1671
0,0,0,0,0,0,1,1672
